decision_id,column_name,target_dim,validation_status,n_affected,claimed_enum_block_example,current_desc_example,suggested_replacement,delusional_ids,mismatched_labels,missing_ids_from_canonical,target_dim_md,resolution_strategy,affected_targets_json,notes,decision,override_text
CloseMirrorActionType__Dim_MirrorType,CloseMirrorActionType,Dim_MirrorType,delusional,2,"0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach","Why mirror closed: 0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach, 6=BackOffice Detach (Dictionary.CloseMirrorActionType). NULL when active. (Tier 1 — Trade.Mirror)",Why mirror closed. FK to Dim_MirrorType. 6=BackOffice Detach (Dictionary.CloseMirrorActionType). NULL when active. (Tier 1 — Trade.Mirror),"[0, 5, 6]","[{""id"": 1, ""claimed"": ""Stop Loss"", ""canonical"": ""Regular (standard copy""}, {""id"": 2, ""claimed"": ""BSL"", ""canonical"": ""CopyMe (legacy""}, {""id"": 3, ""claimed"": ""Manual Liquidation"", ""canonical"": ""Social Index (algorithmic""}, {""id"": 4, ""claimed"": ""BackOffice"", ""canonical"": ""Fund (managed""}, {""id"": 1, ""claimed"": ""Stop Loss"", ""canonical"": ""Regular (standard copy""}, {""id"": 2, ""claimed"": ""BSL"", ""canonical"": ""CopyMe (legacy""}, {""id"": 3, ""claimed"": ""Manual Liquidation"", ""canonical"": ""Social Index (algorithmic""}, {""id"": 4, ""claimed"": ""BackOffice"", ""canonical"": ""Fund (managed""}]",[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md"", ""line_no"": 149, ""claimed_pairs"": ""0=Customer; 1=Stop Loss; 2=BSL; 3=Manual Liquidation; 4=BackOffice; 5=Customer Detach""}, {""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md"", ""line_no"": 89, ""claimed_pairs"": ""0=Customer; 1=Stop Loss; 2=BSL; 3=Manual Liquidation; 4=BackOffice; 5=Customer Detach; 6=BackOffice Detach""}]",,,
FiatID__Dim_Currency,FiatID,Dim_Currency,delusional,2,"1=USD, 2=EUR, 3=GBP, 5=AUD","The fiat currency used for payment: 1=USD, 2=EUR, 3=GBP, 5=AUD. FK to Wallet.FiatTypes.Id. (Tier 1 — Wallet.Payments)",The fiat currency used for payment. FK to Dim_Currency. FK to Wallet.FiatTypes.Id. (Tier 1 — Wallet.Payments),[3],"[{""id"": 1, ""claimed"": ""USD"", ""canonical"": ""Forex (174""}, {""id"": 2, ""claimed"": ""EUR"", ""canonical"": ""Commodity (533""}, {""id"": 5, ""claimed"": ""AUD"", ""canonical"": ""Stocks (13""}, {""id"": 1, ""claimed"": ""USD"", ""canonical"": ""Forex (174""}, {""id"": 2, ""claimed"": ""EUR"", ""canonical"": ""Commodity (533""}, {""id"": 5, ""claimed"": ""AUD"", ""canonical"": ""Stocks (13""}]","[0, 4, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md"", ""line_no"": 119, ""claimed_pairs"": ""1=USD; 2=EUR; 3=GBP; 5=AUD""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_PaymentReconciliation.md"", ""line_no"": 140, ""claimed_pairs"": ""1=USD; 2=EUR; 3=GBP; 5=AUD""}]",,,
TransactionTypeID__Dim_FundingType,TransactionTypeID,Dim_FundingType,delusional,2,"0=Unknown, 1=CardPayment, 2=Contactless, 3=OnlinePayment, 4=CashWithdrawal, 5=TransferReceived, 6=Transfer, 7=PaymentReceived, 8=Payment, 9=Refund, 10=Fee, 11=CreditBA, 12=DebitBA, 13=DirectDebit, 14=CryptoToFiat","Lookup identifier. Primary key. 0=Unknown, 1=CardPayment, 2=Contactless, 3=OnlinePayment, 4=CashWithdrawal, 5=TransferReceived, 6=Transfer, 7=PaymentReceived, 8=Payment, 9=Refund, 10=Fee, 11=CreditBA, 12=DebitBA, 13=DirectDebit, 14=CryptoToFiat. (Tier 1 — Dictionary.TransactionTypes)",Lookup identifier. Primary key. FK to Dim_FundingType. (Tier 1 — Dictionary.TransactionTypes),"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[{""id"": 0, ""claimed"": ""Unknown"", ""canonical"": ""can be saved""}, {""id"": 1, ""claimed"": ""CardPayment"", ""canonical"": ""single-use""}, {""id"": 0, ""claimed"": ""Redeem"", ""canonical"": ""can be saved""}, {""id"": 1, ""claimed"": ""CustomerMoneyOut"", ""canonical"": ""single-use""}]",[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_TransactionType.md"", ""line_no"": 126, ""claimed_pairs"": ""0=Unknown; 1=CardPayment; 2=Contactless; 3=OnlinePayment; 4=CashWithdrawal; 5=TransferReceived; 6=Transfer; 7=PaymentReceived; 8=Payment; 9=Refund; 10=Fee; 11=CreditBA; 12=DebitBA; 13=DirectDebit; 14=CryptoToFiat""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md"", ""line_no"": 189, ""claimed_pairs"": ""0=Redeem; 5=ConversionMoneyIn; 6=ConversionMoneyOut; 7=Payment; 8=RedeemAsic; 9=Staking; 1=CustomerMoneyOut; 2=AmlMoneyBack; 4=Funding; 10=BlockChainActivation; 11=OmnibusMoneyOut; 12=ConversionToFiat; 13=ManualUserMoneyOut; 15=CustomerMoneyBack""}]",,,
AccountFeeGroupId__Dim_CashoutFeeGroup,AccountFeeGroupId,Dim_CashoutFeeGroup,delusional,1,"24=Green, 23=Black, 36=Consumer Black EU","Numeric identifier of the fee group. Corresponds to AccountFeeGroupName (e.g., 24=Green, 23=Black, 36=Consumer Black EU). (Tier 3 — no upstream wiki)",Numeric identifier of the fee group. Corresponds to AccountFeeGroupName (e.g. FK to Dim_CashoutFeeGroup. ). (Tier 3 — no upstream wiki),"[23, 24, 36]",[],"[1, 2, 3]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutFeeGroup.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md"", ""line_no"": 126, ""claimed_pairs"": ""24=Green; 23=Black; 36=Consumer Black EU""}]",,,
AuthorizationType__Dim_PaymentStatus,AuthorizationType,Dim_PaymentStatus,delusional,1,"0=Unknown, 1=Normal, 2=PreAuthorize, 3=FinalAuthorize, 4=Incremental, 5=Instalment, 6=PreferredCustomer, 7=Recurring, 8=DelayedCharges, 9=NoShow, 10=AuthorizeAdvice, 11=Refund, 12=Reversal, 13=SysReversal, 14=AccountFunding","Human-readable name for this value. 0=Unknown, 1=Normal, 2=PreAuthorize, 3=FinalAuthorize, 4=Incremental, 5=Instalment, 6=PreferredCustomer, 7=Recurring, 8=DelayedCharges, 9=NoShow, 10=AuthorizeAdvice, 11=Refund, 12=Reversal, 13=SysReversal, 14=AccountFunding. (Tier 1 — Dictionary.AuthorizationTypes)",Human-readable name for this value. FK to Dim_PaymentStatus. (Tier 1 — Dictionary.AuthorizationTypes),"[0, 8, 9, 10, 11, 12, 13, 14]","[{""id"": 1, ""claimed"": ""Normal"", ""canonical"": ""New""}, {""id"": 2, ""claimed"": ""PreAuthorize"", ""canonical"": ""Approved""}, {""id"": 3, ""claimed"": ""FinalAuthorize"", ""canonical"": ""Decline""}, {""id"": 4, ""claimed"": ""Incremental"", ""canonical"": ""Technical""}, {""id"": 5, ""claimed"": ""Instalment"", ""canonical"": ""InProcess""}, {""id"": 6, ""claimed"": ""PreferredCustomer"", ""canonical"": ""Canceled""}, {""id"": 7, ""claimed"": ""Recurring"", ""canonical"": ""Confirmed""}]",[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_AuthorizationType.md"", ""line_no"": 117, ""claimed_pairs"": ""0=Unknown; 1=Normal; 2=PreAuthorize; 3=FinalAuthorize; 4=Incremental; 5=Instalment; 6=PreferredCustomer; 7=Recurring; 8=DelayedCharges; 9=NoShow; 10=AuthorizeAdvice; 11=Refund; 12=Reversal; 13=SysReversal; 14=AccountFunding""}]",,,
AuthorizationTypeID__Dim_PaymentStatus,AuthorizationTypeID,Dim_PaymentStatus,delusional,1,"0=Unknown, 1=Normal, 2=PreAuthorize, 3=FinalAuthorize, 4=Incremental, 5=Instalment, 6=PreferredCustomer, 7=Recurring, 8=DelayedCharges, 9=NoShow, 10=AuthorizeAdvice, 11=Refund, 12=Reversal, 13=SysReversal, 14=AccountFunding","Lookup identifier. Primary key. 0=Unknown, 1=Normal, 2=PreAuthorize, 3=FinalAuthorize, 4=Incremental, 5=Instalment, 6=PreferredCustomer, 7=Recurring, 8=DelayedCharges, 9=NoShow, 10=AuthorizeAdvice, 11=Refund, 12=Reversal, 13=SysReversal, 14=AccountFunding. (Tier 1 — Dictionary.AuthorizationTypes)",Lookup identifier. Primary key. FK to Dim_PaymentStatus. (Tier 1 — Dictionary.AuthorizationTypes),"[0, 8, 9, 10, 11, 12, 13, 14]","[{""id"": 1, ""claimed"": ""Normal"", ""canonical"": ""New""}, {""id"": 2, ""claimed"": ""PreAuthorize"", ""canonical"": ""Approved""}, {""id"": 3, ""claimed"": ""FinalAuthorize"", ""canonical"": ""Decline""}, {""id"": 4, ""claimed"": ""Incremental"", ""canonical"": ""Technical""}, {""id"": 5, ""claimed"": ""Instalment"", ""canonical"": ""InProcess""}, {""id"": 6, ""claimed"": ""PreferredCustomer"", ""canonical"": ""Canceled""}, {""id"": 7, ""claimed"": ""Recurring"", ""canonical"": ""Confirmed""}]",[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_AuthorizationType.md"", ""line_no"": 116, ""claimed_pairs"": ""0=Unknown; 1=Normal; 2=PreAuthorize; 3=FinalAuthorize; 4=Incremental; 5=Instalment; 6=PreferredCustomer; 7=Recurring; 8=DelayedCharges; 9=NoShow; 10=AuthorizeAdvice; 11=Refund; 12=Reversal; 13=SysReversal; 14=AccountFunding""}]",,,
Compensation__Dim_CompensationReason,Compensation,Dim_CompensationReason,delusional,1,"7=CompDeposit, 8/51/52=Affiliate, 11=NegRefill, 19=NWAAdj, 22=PnLAdj, 30=DormantFee, 31=LostDebt, 32=Foreclosure, 33=CompCashout, 41/50=PI","General compensation. SUM(Amount) from Fact_CustomerAction WHERE ActionTypeID=36 AND CompensationReasonID NOT IN (7,8,11,18,19,22,30,31,32,33,34,36,37,38,40,41,50,51,52). Excluded IDs are captured in dedicated columns (7=CompDeposit, 8/51/52=Affiliate, 11=NegRefill, 19=NWAAdj, 22=PnLAdj, 30=DormantFee, 31=LostDebt, 32=Foreclosure, 33=CompCashout, 41/50=PI). Reason 17 re-included per SR-280376 (Nov 2024). (Tier 2 — SP_Client_Balance_New)","General compensation. SUM(Amount) from Fact_CustomerAction WHERE ActionTypeID=36 AND CompensationReasonID NOT IN (7,8,11,18,19,22,30,31,32,33,34,36,37,38,40,41,50,51,52). Excluded IDs are captured in dedicated columns (. FK to Dim_CompensationReason. ). Reason 17 re-included per SR-280376 (Nov 2024). (Tier 2 — SP_Client_Balance_New)","[7, 11, 19, 22, 30, 31, 32, 33, 50, 52]",[],"[1, 4, 9, 10, 16, 23, 35, 45, 48]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Client_Balance_CID_Level_New.md"", ""line_no"": 188, ""claimed_pairs"": ""7=CompDeposit; 52=Affiliate; 11=NegRefill; 19=NWAAdj; 22=PnLAdj; 30=DormantFee; 31=LostDebt; 32=Foreclosure; 33=CompCashout; 50=PI""}]",,,
CountryCode__Dim_Country,CountryCode,Dim_Country,delusional,1,"276=Germany, 380=Italy, 250=France, 724=Spain","ISO 3166-1 numeric country code of the cardholder's registered address. Observed values: 826=United Kingdom (78%), 276=Germany, 380=Italy, 250=France, 724=Spain, among 44 countries. Stored as varchar. (Tier 3 — no upstream wiki, grounded in DDL + sample data + distribution analysis)","ISO 3166-1 numeric country code of the cardholder's registered address. Observed values: 826=United Kingdom (78%). FK to Dim_Country. among 44 countries. Stored as varchar. (Tier 3 — no upstream wiki, grounded in DDL + sample data + distribution analysis)","[250, 276, 380, 724]",[],"[0, 1, 2, 3, 4]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_CardSnapshot-140457.md"", ""line_no"": 177, ""claimed_pairs"": ""276=Germany; 380=Italy; 250=France; 724=Spain""}]",,,
CryptoCoinProviderId__Dim_Currency,CryptoCoinProviderId,Dim_Currency,delusional,1,"2=BitGoEthereumProviderV2 (ETH/ERC-20), 3=BitgoRippleProviderV2 (XRP), 4=BitGoStellarProviderV2 (XLM), 5=BitGoEOSProviderV2 (EOS","Blockchain provider implementation used for this chain: 1=BitGoBlockchainProviderV2 (UTXO chains like BTC, LTC, BCH, also SOL, ADA, DOGE, TRX, ETC), 2=BitGoEthereumProviderV2 (ETH/ERC-20), 3=BitgoRippleProviderV2 (XRP), 4=BitGoStellarProviderV2 (XLM), 5=BitGoEOSProviderV2 (EOS). FK to Dictionary.CryptoCoinProviders. (Tier 1 — Wallet.BlockchainCryptos)","Blockchain provider implementation used for this chain: 1=BitGoBlockchainProviderV2 (UTXO chains like BTC, LTC, BCH, also SOL, ADA, DOGE, TRX, ETC). FK to Dim_Currency. ). FK to Dictionary.CryptoCoinProviders. (Tier 1 — Wallet.BlockchainCryptos)",[3],"[{""id"": 2, ""claimed"": ""BitGoEthereumProviderV2 (ETH/ERC-20"", ""canonical"": ""Commodity (533""}, {""id"": 4, ""claimed"": ""BitGoStellarProviderV2 (XLM"", ""canonical"": ""Indices (203""}, {""id"": 5, ""claimed"": ""BitGoEOSProviderV2 (EOS"", ""canonical"": ""Stocks (13""}]","[0, 1, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/BlockchainCryptos.md"", ""line_no"": 109, ""claimed_pairs"": ""2=BitGoEthereumProviderV2 (ETH/ERC-20; 3=BitgoRippleProviderV2 (XRP; 4=BitGoStellarProviderV2 (XLM; 5=BitGoEOSProviderV2 (EOS""}]",,,
CryptoID__Dim_Currency,CryptoID,Dim_Currency,delusional,1,"1=BTC, 2=ETH, 3=BCH, 4=XRP","Primary identifier for the cryptocurrency type. Non-sequential integer (e.g., 1=BTC, 2=ETH, 3=BCH, 4=XRP). Used as the main join key across EXW_Wallet tables. Self-referenced by BlockchainCryptoId for ERC-20 token hierarchy. (Tier 3 — WalletDB.Wallet.CryptoTypes, no upstream wiki located)","Primary identifier for the cryptocurrency type. Non-sequential integer (e.g. FK to Dim_Currency. ). Used as the main join key across EXW_Wallet tables. Self-referenced by BlockchainCryptoId for ERC-20 token hierarchy. (Tier 3 — WalletDB.Wallet.CryptoTypes, no upstream wiki located)",[3],"[{""id"": 1, ""claimed"": ""BTC"", ""canonical"": ""Forex (174""}, {""id"": 2, ""claimed"": ""ETH"", ""canonical"": ""Commodity (533""}, {""id"": 4, ""claimed"": ""XRP"", ""canonical"": ""Indices (203""}]","[0, 5, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/CryptoTypes.md"", ""line_no"": 132, ""claimed_pairs"": ""1=BTC; 2=ETH; 3=BCH; 4=XRP""}]",,,
Currency__Dim_Currency,Currency,Dim_Currency,delusional,1,"1=USD, 2=EUR, 3=GBP, 5=AUD","Ticker symbol. ""USD"", ""EUR"" for forex; ""AAPL.US"", ""TSLA.US"" for US stocks (format: TICKER.EXCHANGE); ""BTC"" for crypto. Unique across all instruments. Use this for human-readable instrument identification. Dim-lookup passthrough from Dim_Currency.Abbreviation via ProcessCurrencyID. In this table, effectively only USD, EUR, GBP, AUD appear (ProcessCurrencyID: 1=USD, 2=EUR, 3=GBP, 5=AUD; 7=CAD is filtered at intermediate stage but excluded from final output). (Tier 1 — Dictionary.Currency)","Ticker symbol. ""USD"", ""EUR"" for forex; ""AAPL.US"", ""TSLA.US"" for US stocks (format: TICKER.EXCHANGE); ""BTC"" for crypto. Unique across all instruments. Use this for human-readable instrument identification. Dim-lookup passthrough from Dim_Currency.Abbreviation via ProcessCurrencyID. In this table, effectively only USD, EUR, GBP, AUD appear (ProcessCurrencyID. FK to Dim_Currency. 7=CAD is filtered at intermediate stage but excluded from final output). (Tier 1 — Dictionary.Currency)",[3],"[{""id"": 1, ""claimed"": ""USD"", ""canonical"": ""Forex (174""}, {""id"": 2, ""claimed"": ""EUR"", ""canonical"": ""Commodity (533""}, {""id"": 5, ""claimed"": ""AUD"", ""canonical"": ""Stocks (13""}]","[0, 4, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PaymentSent_Results.md"", ""line_no"": 130, ""claimed_pairs"": ""1=USD; 2=EUR; 3=GBP; 5=AUD""}]",,,
CurrencyBalanceISOCode__Dim_Currency,CurrencyBalanceISOCode,Dim_Currency,delusional,1,"978=EUR, 826=GBP, 36=AUD, 208=DKK","ISO 4217 numeric currency code for this account's balance (978=EUR, 826=GBP, 36=AUD, 208=DKK). One row per account per currency. Distribution: EUR=64.7%, GBP=33.7%, AUD=1.6%, DKK<0.1%. (Tier 2 — SP_eMoney_Snapshot_Settled_Balance)","ISO 4217 numeric currency code for this account's balance (. FK to Dim_Currency. ). One row per account per currency. Distribution: EUR=64.7%, GBP=33.7%, AUD=1.6%, DKK<0.1%. (Tier 2 — SP_eMoney_Snapshot_Settled_Balance)","[36, 208, 826, 978]",[],"[0, 1, 2, 4, 5, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Snapshot_Settled_Balance.md"", ""line_no"": 132, ""claimed_pairs"": ""978=EUR; 826=GBP; 36=AUD; 208=DKK""}]",,,
CurrencyIson__Dim_Currency,CurrencyIson,Dim_Currency,delusional,1,"826=GBP (UK), 978=EUR (Malta), 36=AUD (Australia), 208=DKK (Denmark","ISO 4217 numeric currency code. 826=GBP (UK), 978=EUR (Malta), 36=AUD (Australia), 208=DKK (Denmark). Identifies the account currency within the entity. (Tier 2 — SP_eMoney_Aggregated_Tribe_Balance)",ISO 4217 numeric currency code. FK to Dim_Currency. ). Identifies the account currency within the entity. (Tier 2 — SP_eMoney_Aggregated_Tribe_Balance),"[36, 208, 826, 978]",[],"[0, 1, 2, 4, 5, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Aggregated_Tribe_Balance.md"", ""line_no"": 173, ""claimed_pairs"": ""826=GBP (UK; 978=EUR (Malta; 36=AUD (Australia; 208=DKK (Denmark""}]",,,
DepotModeID__Dim_BillingDepot,DepotModeID,Dim_BillingDepot,delusional,1,"0=General (applies to both), 1=Live, 2=Demo","Trading mode. Part of logical routing key. 0=General (applies to both), 1=Live, 2=Demo. Separates Live and Demo payment processing environments. ~60% Demo, ~37% Live. (Tier 1 - upstream wiki, Billing.ProtocolMIDSettings)","Trading mode. Part of logical routing key. FK to Dim_BillingDepot. Separates Live and Demo payment processing environments. ~60% Demo, ~37% Live. (Tier 1 - upstream wiki, Billing.ProtocolMIDSettings)",[0],"[{""id"": 1, ""claimed"": ""Live"", ""canonical"": ""MoneyBookers USD""}, {""id"": 2, ""claimed"": ""Demo"", ""canonical"": ""Cashout""}]","[3, 4, 6, 7, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md"", ""line_no"": 150, ""claimed_pairs"": ""0=General (applies to both; 1=Live; 2=Demo""}]",,,
ErrorCode__Dim_PaymentStatus,ErrorCode,Dim_PaymentStatus,delusional,1,"2002=Alignment/Tolerance, 1069=Provider balance, 797=User blocked, 609=General error","Numeric error code from the dealing execution engine. Common codes: 2002=Alignment/Tolerance, 1069=Provider balance, 797=User blocked, 609=General error. See [Error List Page](https://etoro-jira.atlassian.net/wiki/spaces/~935552433/pages/2173337945) for full mapping. NULL when error has no code. (Tier 2 — SP_Failures)",Numeric error code from the dealing execution engine. Common codes. FK to Dim_PaymentStatus. See [Error List Page](https://etoro-jira.atlassian.net/wiki/spaces/~935552433/pages/2173337945) for full mapping. NULL when error has no code. (Tier 2 — SP_Failures),"[609, 797, 1069, 2002]",[],"[1, 2, 3, 4, 5, 6, 7]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Failures.md"", ""line_no"": 75, ""claimed_pairs"": ""2002=Alignment/Tolerance; 1069=Provider balance; 797=User blocked; 609=General error""}]",,,
FiatId__Dim_Currency,FiatId,Dim_Currency,delusional,1,"1=USD, 2=EUR, 3=GBP","Internal wallet-system fiat currency identifier. Business key for this table. Values: 1=USD, 2=EUR, 3=GBP, 5=AUD (note: 4 is skipped). Used as join key in SP_EXW_C2F_E2E and downstream C2F/C2P tables. (Tier 3 — WalletDB.Wallet.FiatTypes)",Internal wallet-system fiat currency identifier. Business key for this table. Values. FK to Dim_Currency. 5=AUD (note: 4 is skipped). Used as join key in SP_EXW_C2F_E2E and downstream C2F/C2P tables. (Tier 3 — WalletDB.Wallet.FiatTypes),[3],"[{""id"": 1, ""claimed"": ""USD"", ""canonical"": ""Forex (174""}, {""id"": 2, ""claimed"": ""EUR"", ""canonical"": ""Commodity (533""}]","[0, 4, 5, 6, 8, 10]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/FiatTypes.md"", ""line_no"": 110, ""claimed_pairs"": ""1=USD; 2=EUR; 3=GBP""}]",,,
FundingTypeID__Dim_FundingType,FundingTypeID,Dim_FundingType,delusional,1,"1=CreditCard, 2=WireTransfer, 6=Neteller, 8=MoneyBookers","Payment method type (e.g., 1=CreditCard, 2=WireTransfer, 6=Neteller, 8=MoneyBookers). References Dictionary.FundingType. 38 distinct values across 163 depots. (Tier 1 - upstream wiki, Billing.Depot)","Payment method type (e.g. FK to Dim_FundingType. ). References Dictionary.FundingType. 38 distinct values across 163 depots. (Tier 1 - upstream wiki, Billing.Depot)","[2, 6, 8]","[{""id"": 1, ""claimed"": ""CreditCard"", ""canonical"": ""single-use""}]",[0],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,heuristic_<X>ID,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md"", ""line_no"": 106, ""claimed_pairs"": ""1=CreditCard; 2=WireTransfer; 6=Neteller; 8=MoneyBookers""}]",,,
LevelId__Dim_VerificationLevel,LevelId,Dim_VerificationLevel,delusional,1,"1=EventualyConsolidated, 2=AllDiff, 3=EtoroDiffBoth, 5-11=API errors, 12=InternalError","FK to Dictionary.FinanceReportLevel classifying the reconciliation outcome. Initially set to 100 (InitialDiscrepancy) if balance exceeds threshold, NULL otherwise. Refined by UpdateReportRecords: 1=EventualyConsolidated, 2=AllDiff, 3=EtoroDiffBoth, 5-11=API errors, 12=InternalError. Distribution: NULL=96.9%, 3=1.5%, 2=0.35%, 1=0.24%. (Tier 1 — WalletBalancesReportDB.Wallet.FinanceReportRecords)","FK to Dictionary.FinanceReportLevel classifying the reconciliation outcome. Initially set to 100 (InitialDiscrepancy) if balance exceeds threshold, NULL otherwise. Refined by UpdateReportRecords. FK to Dim_VerificationLevel. Distribution: NULL=96.9%, 3=1.5%, 2=0.35%, 1=0.24%. (Tier 1 — WalletBalancesReportDB.Wallet.FinanceReportRecords)","[11, 12]","[{""id"": 1, ""claimed"": ""EventualyConsolidated"", ""canonical"": ""Basic (limited trading""}, {""id"": 2, ""claimed"": ""AllDiff"", ""canonical"": ""Intermediate (POI submitted""}, {""id"": 3, ""claimed"": ""EtoroDiffBoth"", ""canonical"": ""Full KYC (all features unlocked""}]","[-1, 0]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md"", ""line_no"": 154, ""claimed_pairs"": ""1=EventualyConsolidated; 2=AllDiff; 3=EtoroDiffBoth; 11=API errors; 12=InternalError""}]",,,
Mcc__Dim_PaymentStatus,Mcc,Dim_PaymentStatus,delusional,1,"5411=Grocery, 5812=Restaurants, 6011=ATM, 7542=Car Wash","ISO 18245 Merchant Category Code classifying the merchant's business type. Sampled values: 5411=Grocery, 5812=Restaurants, 6011=ATM, 7542=Car Wash. Passed through to ETL_SettlementsTransactions. (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)","ISO 18245 Merchant Category Code classifying the merchant's business type. Sampled values. FK to Dim_PaymentStatus. Passed through to ETL_SettlementsTransactions. (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)","[5411, 5812, 6011, 7542]",[],"[1, 2, 3, 4, 5, 6, 7]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md"", ""line_no"": 214, ""claimed_pairs"": ""5411=Grocery; 5812=Restaurants; 6011=ATM; 7542=Car Wash""}]",,,
PaymentOrderStatus__Dim_PaymentStatus,PaymentOrderStatus,Dim_PaymentStatus,delusional,1,"3=Processed, 16=Reversed, 17=Partially Reversed","Cashout status of the payment order from `History.WithdrawToFundingAction.CashoutStatusID` at the time of the rollback action. Uses Dictionary.CashoutStatus values: 3=Processed, 16=Reversed, 17=Partially Reversed. The production SP filters to only include rows where CashoutStatusID IN (3, 16, 17). (Tier 2 — SP code, Billing.GetRollbackedPaymentOrdersReport)","Cashout status of the payment order from `History.WithdrawToFundingAction.CashoutStatusID` at the time of the rollback action. Uses Dictionary.CashoutStatus values. FK to Dim_PaymentStatus. The production SP filters to only include rows where CashoutStatusID IN (3, 16, 17). (Tier 2 — SP code, Billing.GetRollbackedPaymentOrdersReport)","[16, 17]","[{""id"": 3, ""claimed"": ""Processed"", ""canonical"": ""Decline""}]","[1, 2, 4, 5, 6, 7]",knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md"", ""line_no"": 159, ""claimed_pairs"": ""3=Processed; 16=Reversed; 17=Partially Reversed""}]",,,
