object,column,claim_type,wiki_value,truth_value,truth_source,wiki_file,wiki_line,verdict_source,verdict,contradicting_fact_verbatim,raw_context
Fact_BillingDeposit,IsAftSupportedAsBool,description,Whether Account Funding Transaction (AFT) is supported by this funding instrument. Sourced from Billing.Funding. (Tier 2 — SP_Fact_BillingDeposit_DL_To_Synapse),Whether Account Funding Transaction (AFT) is supported. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,252,llm,WRONG,"isnull([DWH_dbo].[ExtractXMLValue]('IsAftSupportedAsBool',d.PaymentData),0) as IsAftSupportedAsBool",Whether Account Funding Transaction (AFT) is supported by this funding instrument. Sourced from Billing.Funding. (Tier 2 — SP_Fact_BillingDeposit_DL_To_Synapse)
Fact_BillingDeposit,IsAftEligibleAsBool,description,Whether this deposit was eligible for AFT processing. Sourced from Billing.Funding. (Tier 2 — SP_Fact_BillingDeposit_DL_To_Synapse),Whether this deposit was eligible for AFT processing. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,253,llm,WRONG,"isnull([DWH_dbo].[ExtractXMLValue]('IsAftEligibleAsBool',d.PaymentData),0)  as IsAftEligibleAsBool",Whether this deposit was eligible for AFT processing. Sourced from Billing.Funding. (Tier 2 — SP_Fact_BillingDeposit_DL_To_Synapse)
Fact_BillingDeposit,IsAftSupportedAsBool,description,Whether Account Funding Transaction (AFT) is supported by this funding instrument. Sourced from Billing.Funding. (Tier 2 - SP_Fact_BillingDeposit_DL_To_Synapse),Whether Account Funding Transaction (AFT) is supported. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.alter.sql,71,llm,WRONG,"isnull([DWH_dbo].[ExtractXMLValue]('IsAftSupportedAsBool',d.PaymentData),0) as IsAftSupportedAsBool",Whether Account Funding Transaction (AFT) is supported by this funding instrument. Sourced from Billing.Funding. (Tier 2 - SP_Fact_BillingDeposit_DL_To_Synapse)
Fact_BillingDeposit,IsAftEligibleAsBool,description,Whether this deposit was eligible for AFT processing. Sourced from Billing.Funding. (Tier 2 - SP_Fact_BillingDeposit_DL_To_Synapse),Whether this deposit was eligible for AFT processing. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.alter.sql,72,llm,WRONG,"isnull([DWH_dbo].[ExtractXMLValue]('IsAftEligibleAsBool',d.PaymentData),0)  as IsAftEligibleAsBool",Whether this deposit was eligible for AFT processing. Sourced from Billing.Funding. (Tier 2 - SP_Fact_BillingDeposit_DL_To_Synapse)
Fact_BillingRedeem,ModificationDateID,description,"Clustered index key. Integer date in YYYYMMDD format derived from `CONVERT(INT, LastModificationDate)`. The ETL rolling 7-day window operates on this column. Use for date-range queries and partitioning in downstream systems. (Tier 2 — SP_Fact_BillingRedeem_DL_To_Synapse)","Integer date key in YYYYMMDD format derived from LastModificationDate via `CONVERT(INT, CONVERT(VARCHAR, DATEADD(DAY, DATEDIFF(DAY, 0, LastModificationDate), 0), 112))`. The ETL rolling 7-day delete window operates on this column.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingRedeem.md,123,llm,WRONG,"convert(int,convert(varchar,dateadd(day,datediff(day,0,LastModificationDate),0),112)) as ModificationDateID","Clustered index key. Integer date in YYYYMMDD format derived from `CONVERT(INT, LastModificationDate)`. The ETL rolling 7-day window operates on this column. Use for date-range queries and partitioning in downstream systems. (Tier 2 — SP_Fact_BillingRedeem_DL_To_Synapse)"
Fact_BillingRedeem,ModificationDateID,description,"Clustered index key. Integer date in YYYYMMDD format derived from `CONVERT(INT, LastModificationDate)`. The ETL rolling 7-day window operates on this column. Use for date-range queries and partitioning in downstream systems. (Tier 2 - SP_Fact_BillingRedeem_DL_To_Synapse)","Integer date key in YYYYMMDD format derived from LastModificationDate via `CONVERT(INT, CONVERT(VARCHAR, DATEADD(DAY, DATEDIFF(DAY, 0, LastModificationDate), 0), 112))`. The ETL rolling 7-day delete window operates on this column.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingRedeem.alter.sql,37,llm,WRONG,"convert(int,convert(varchar,dateadd(day,datediff(day,0,LastModificationDate),0),112)) as ModificationDateID","Clustered index key. Integer date in YYYYMMDD format derived from `CONVERT(INT, LastModificationDate)`. The ETL rolling 7-day window operates on this column. Use for date-range queries and partitioning in downstream systems. (Tier 2 - SP_Fact_BillingRedeem_DL_To_Synapse)"
Fact_Cashout_Rollback,PaymentStatusID,description,"Status of the rollback at time of recording. Always 2 (InProcess) across all production rows — set from @CashoutStatusID parameter. Uses Dictionary.PaymentStatus: 1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed. (Tier 1 — upstream wiki, Billing.CashoutRollbackTracking)","Cashout status of the rollback record. Always 2 (Approved) across all production rows, indicating confirmed rollback operations. Uses Dictionary.PaymentStatus: 1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md,149,llm,WRONG,Approved (2) is the only terminal success state,"Status of the rollback at time of recording. Always 2 (InProcess) across all production rows — set from @CashoutStatusID parameter. Uses Dictionary.PaymentStatus: 1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed. (Tier 1 — upstream wiki, Billing.CashoutRollbackTracking"
Fact_Cashout_Rollback,PaymentDetails,description,"Payment-specific details extracted from XML data, varying by payment method. Bank transfers (FundingTypeID=2): BSB number + client address. PayPal cashouts (FundingTypeID=3, CashoutTypeID=1): email. eToroMoney (FundingTypeID=10): AccountID + PurseID. Trustly (FundingTypeID=33): GCID, PlatformAccountID, IBAN, BIC, SortCode. Skrill (FundingTypeID=35): details + BirthDate. PayID (FundingTypeID=39): PayId + Email. Otherwise: standard payment details string. (Tier 2 — SP code, Billing.GetRollbackedPaymentOrdersReport)","Payment-specific details extracted from XML data, varying by payment method. Bank transfers (FundingTypeID=2): BSB number + client address. PayPal cashouts (FundingTypeID=3): email. eToroMoney (FundingTypeID=33): AccountID + PurseID. Trustly (FundingTypeID=35): AccountID, BankName, AccountHolderName, BankCountry, IBAN, SWIFT. Format determined by CASE logic in the production SP.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md,152,llm,WRONG,"35 (Trustly): AccountID, BankName (from ClientBankNameAsString), AccountHolderName, DC.Name as BankCountry, IBAN, SWIFT","Payment-specific details extracted from XML data, varying by payment method. Bank transfers (FundingTypeID=2): BSB number + client address. PayPal cashouts (FundingTypeID=3, CashoutTypeID=1): email. eToroMoney (FundingTypeID=10): AccountID + PurseID. Trustly (FundingTypeID=33): GCID, PlatformAccount"
Fact_Cashout_State,ModificationDateID,description,"Integer date in YYYYMMDD format derived from `CONVERT(INT, ModificationDate)`. ETL key for the daily DELETE+INSERT pattern. Use for date-range queries and partitioning. (Tier 2 — SP_Fact_Cashout_State)","Integer date key in YYYYMMDD format derived from ModificationDate by truncating to midnight and converting via style 112: `CONVERT(INT, CONVERT(VARCHAR, DATEADD(DAY, DATEDIFF(DAY, 0, ModificationDate), 0), 112))`. Used as the ETL key for the daily DELETE+INSERT pattern in SP_Fact_Cashout_State.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_State.md,142,llm,WRONG,"convert(int,convert(varchar,dateadd(day,datediff(day,0,[ModificationDate]),0),112)) as ModificationDateID","Integer date in YYYYMMDD format derived from `CONVERT(INT, ModificationDate)`. ETL key for the daily DELETE+INSERT pattern. Use for date-range queries and partitioning. (Tier 2 — SP_Fact_Cashout_State)"
Fact_CurrencyPriceWithSplit,ConvertRateIsBuy_1,description,Pre-computed USD conversion rate for buy-side positions (IsBuy=1). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Bid; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPriceWithSplit_DL_To_Synapse),Pre-computed USD conversion rate for buy-side positions (IsBuy=1). Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Bid; otherwise cross-rate via coalesce with 1.00 fallback. NULL for rows outside the current ETL load date (UPDATE only applies to @DateID). Added 2023-02-26.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CurrencyPriceWithSplit.md,146,llm,WRONG,"coalesce(1.00 /I2Price.Bid , I3Price.Bid , 1.00)-- IsBuy = 1",Pre-computed USD conversion rate for buy-side positions (IsBuy=1). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Bid; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPric
Fact_CurrencyPriceWithSplit,ConvertRateIsBuy_1,description,Pre-computed USD conversion rate for buy-side positions (IsBuy=1). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Bid; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPriceWithSplit_DL_To_Synapse),Pre-computed USD conversion rate for buy-side positions (IsBuy=1). Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Bid; otherwise cross-rate via coalesce with 1.00 fallback. NULL for rows outside the current ETL load date (UPDATE only applies to @DateID). Added 2023-02-26.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CurrencyPriceWithSplit.alter.sql,39,llm,WRONG,"coalesce(1.00 /I2Price.Bid , I3Price.Bid , 1.00)-- IsBuy = 1",Pre-computed USD conversion rate for buy-side positions (IsBuy=1). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Bid; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPric
Fact_CurrencyPriceWithSplit,ConvertRateIsBuy_0,description,Pre-computed USD conversion rate for sell-side positions (IsBuy=0). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Ask; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPriceWithSplit_DL_To_Synapse),Pre-computed USD conversion rate for sell-side positions (IsBuy=0). Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Ask; otherwise cross-rate via coalesce with 1.00 fallback. NULL for rows outside the current ETL load date (UPDATE only applies to @DateID). Added 2023-02-26.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CurrencyPriceWithSplit.md,147,llm,WRONG,"coalesce(1.00 /I2Price.Ask , I3Price.Ask , 1.00)-- IsBuy = 0",Pre-computed USD conversion rate for sell-side positions (IsBuy=0). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Ask; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPri
Fact_CurrencyPriceWithSplit,ConvertRateIsBuy_0,description,Pre-computed USD conversion rate for sell-side positions (IsBuy=0). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Ask; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPriceWithSplit_DL_To_Synapse),Pre-computed USD conversion rate for sell-side positions (IsBuy=0). Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Ask; otherwise cross-rate via coalesce with 1.00 fallback. NULL for rows outside the current ETL load date (UPDATE only applies to @DateID). Added 2023-02-26.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CurrencyPriceWithSplit.alter.sql,40,llm,WRONG,"coalesce(1.00 /I2Price.Ask , I3Price.Ask , 1.00)-- IsBuy = 0",Pre-computed USD conversion rate for sell-side positions (IsBuy=0). Multiply by instrument price to convert to USD. Logic: if SellCurrencyID=1 then 1.00; if BuyCurrencyID=1 then 1/Ask; otherwise cross-rate. NULL where no cross-rate could be determined. Added 2023-02-26. (Tier 2 - SP_Fact_CurrencyPri
Fact_CustomerAction,PositionID,description,Primary key. Allocated by Internal.GetPositionID_Bigint. Unique per position. (Tier 1 — Trade.PositionTbl),"Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,217,llm,WRONG,PositionID bigint NOT NULL DEFAULT ((0)),Primary key. Allocated by Internal.GetPositionID_Bigint. Unique per position. (Tier 1 — Trade.PositionTbl)
Fact_CustomerAction,PositionID,description,Primary key. Allocated by Internal.GetPositionID_Bigint. Unique per position. (Tier 1 - Trade.PositionTbl),"Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.alter.sql,41,llm,WRONG,PositionID bigint NOT NULL DEFAULT ((0)),Primary key. Allocated by Internal.GetPositionID_Bigint. Unique per position. (Tier 1 - Trade.PositionTbl)
Fact_CustomerAction,DurationInSeconds,description,Duration of a login session in seconds. NULL for non-login events. (Tier 1 — Billing.Login),Hardcoded to 0 for login events (ActionTypeID=14) in the current ETL; the legacy code that computed actual session duration from Billing.Login is commented out. Not a reliable duration measure.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,224,llm,WRONG,0 as DurationInSeconds,Duration of a login session in seconds. NULL for non-login events. (Tier 1 — Billing.Login)
Fact_CustomerAction,DurationInSeconds,description,Duration of a login session in seconds. NULL for non-login events. (Tier 1 - Billing.Login),Hardcoded to 0 for login events (ActionTypeID=14) in the current ETL; the legacy code that computed actual session duration from Billing.Login is commented out. Not a reliable duration measure.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.alter.sql,48,llm,WRONG,0 as DurationInSeconds,Duration of a login session in seconds. NULL for non-login events. (Tier 1 - Billing.Login)
Fact_Deposit_Fees,Threedsresponse,description,"3D Secure authentication result (e.g., Unspecified, Authenticated, NotRequired). From Dictionary.ThreeDsResponseTypes. (Tier 3 - live data sampling)","3D Secure authentication outcome resolved from Dictionary.ThreeDsResponseTypes (e.g., Unspecified, Success, Failed Authentication, Skipped 3ds). Passthrough from BackOffice.BillingDepositsPCIVersion.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Deposit_Fees.md,235,llm,WRONG,"| 0 | Unspecified | Default — no 3DS response recorded yet or not applicable |
| 1 | Success | 3DS authentication passed — cardholder verified |","3D Secure authentication result (e.g., Unspecified, Authenticated, NotRequired). From Dictionary.ThreeDsResponseTypes. (Tier 3 - live data sampling)"
Fact_Deposit_State,FromDate,description,"Start of the day window for this deposit state record. Set to midnight of ModificationDate (e.g., 2026-03-10 00:00:00). Used as a partitioning boundary by the ETL. (Tier 3 - live data sampling)","Start-date timestamp passed through from DWH_staging.etoro_Billing_BI_Deposit_State_Report. The ETL partitions on ModificationDate, not FromDate. (Tier 2 – SP_Fact_Deposit_State)",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Deposit_State.md,134,llm,WRONG,"WHERE [ModificationDate] >= @Yesterday AND [ModificationDate] < dateadd(day,1, @CurrentDate)","Start of the day window for this deposit state record. Set to midnight of ModificationDate (e.g., 2026-03-10 00:00:00). Used as a partitioning boundary by the ETL. (Tier 3 - live data sampling)"
Fact_Guru_Copiers,Investment,description,Sum of open position investment amounts across all copy relationships. Represents capital actively deployed in mirrored trades. Source: aggregated `Trade.Position.Amount`. (Tier 2 — SP_Fact_Guru_Copiers / AUM Life Cycle confluence),"Sum of investment amounts across all copy relationships for this copier on this day. Aggregated from Ext_FGC_Guru_Copiers, which is loaded from [DWH_staging].[etoro_History_GuruCopiers].",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Guru_Copiers.md,78,llm,WRONG,from [DWH_dbo].Ext_FGC_Guru_Copiers g,Sum of open position investment amounts across all copy relationships. Represents capital actively deployed in mirrored trades. Source: aggregated `Trade.Position.Amount`. (Tier 2 — SP_Fact_Guru_Copiers / AUM Life Cycle confluence)
Fact_Guru_Copiers,Investment,description,Sum of open position investment amounts across all copy relationships. Represents capital actively deployed in mirrored trades. Source: aggregated `Trade.Position.Amount`. (Tier 2 - SP_Fact_Guru_Copiers / AUM Life Cycle confluence),"Sum of investment amounts across all copy relationships for this copier on this day. Aggregated from Ext_FGC_Guru_Copiers, which is loaded from [DWH_staging].[etoro_History_GuruCopiers].",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Guru_Copiers.alter.sql,30,llm,WRONG,from [DWH_dbo].Ext_FGC_Guru_Copiers g,Sum of open position investment amounts across all copy relationships. Represents capital actively deployed in mirrored trades. Source: aggregated `Trade.Position.Amount`. (Tier 2 - SP_Fact_Guru_Copiers / AUM Life Cycle confluence)
Fact_History_Cost,DateID,description,"Date of the cost event in YYYYMMDD format. Computed: CONVERT(INT, Occurred). PK component. (Tier 2 — SP_Fact_History_Cost_DL_To_Synapse)","Date of the cost event in YYYYMMDD integer format. Computed as CONVERT(INT, CONVERT(VARCHAR(10), Occurred, 112)). PK component. (Tier 2 — SP_Fact_History_Cost_DL_To_Synapse)",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_History_Cost.md,133,llm,WRONG,"convert(int, convert(varchar(10), [Occurred], 112)) DateID","Date of the cost event in YYYYMMDD format. Computed: CONVERT(INT, Occurred). PK component. (Tier 2 — SP_Fact_History_Cost_DL_To_Synapse)"
Fact_History_Cost,DateID,description,"Date of the cost event in YYYYMMDD format. Computed: CONVERT(INT, Occurred). PK component. (Tier 2 - SP_Fact_History_Cost_DL_To_Synapse)","Date of the cost event in YYYYMMDD integer format. Computed as CONVERT(INT, CONVERT(VARCHAR(10), Occurred, 112)). PK component. (Tier 2 - SP_Fact_History_Cost_DL_To_Synapse)",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_History_Cost.alter.sql,46,llm,WRONG,"convert(int, convert(varchar(10), [Occurred], 112)) DateID","Date of the cost event in YYYYMMDD format. Computed: CONVERT(INT, Occurred). PK component. (Tier 2 - SP_Fact_History_Cost_DL_To_Synapse)"
Fact_Position_Futures_Snapshot,IsPartialCloseChild,description,"1=this position is the child (remainder) of a partial close event. Generally filter out child positions from most metrics on OPEN when aggregating, but not all (e.g., volume is already pro-rated so excluding these is wrong). NEVER filter these out on CLOSE. (Tier 5 — domain expert, SP_Fact_Position_Futures_Snapshot)",1 = this position is the closed-off portion created by a partial close event (not the remainder). Child positions are excluded from OpenAtSettlement rows in this table; they appear only in ClosedBeforeSettlement rows.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Position_Futures_Snapshot.md,118,llm,WRONG,"AND ISNULL(dp.IsPartialCloseChild,0) = 0 -- guym 2025-01-19 - closed child positions which closed","1=this position is the child (remainder) of a partial close event. Generally filter out child positions from most metrics on OPEN when aggregating, but not all (e.g., volume is already pro-rated so excluding these is wrong). NEVER filter these out on CLOSE. (Tier 5 — domain expert, SP_Fact_Position_"
Fact_SnapshotCustomer,Email,description,Customer email address. PII: dynamically masked at DDL level (MASKED WITH default()). GDPR: set to masked value when UserName='DelUserName*'. Source: Ext_FSC_Real_Customer_Customer.Email (CC). (Tier 2 - SP_Fact_SnapshotCustomer),"Customer email address (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_Customer.Email (CC).",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.md,197,llm,WRONG,Email nvarchar(50) NULL,Customer email address. PII: dynamically masked at DDL level (MASKED WITH default()). GDPR: set to masked value when UserName='DelUserName*'. Source: Ext_FSC_Real_Customer_Customer.Email (CC). (Tier 2 - SP_Fact_SnapshotCustomer)
Fact_SnapshotCustomer,Email,description,Customer email address. PII: dynamically masked at DDL level (MASKED WITH default()). GDPR: set to masked value when UserName='DelUserName*'. Source: Ext_FSC_Real_Customer_Customer.Email (CC). (Tier 2 - SP_Fact_SnapshotCustomer),"Customer email address (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_Customer.Email (CC).",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.alter.sql,66,llm,WRONG,Email nvarchar(50) NULL,Customer email address. PII: dynamically masked at DDL level (MASKED WITH default()). GDPR: set to masked value when UserName='DelUserName*'. Source: Ext_FSC_Real_Customer_Customer.Email (CC). (Tier 2 - SP_Fact_SnapshotCustomer)
Fact_SnapshotCustomer,City,description,Customer city. PII: dynamically masked at DDL level. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.City (CC). (Tier 2 - SP_Fact_SnapshotCustomer),"Customer city (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_Customer.City (CC).",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.md,198,llm,WRONG,City nvarchar(50) NULL,Customer city. PII: dynamically masked at DDL level. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.City (CC). (Tier 2 - SP_Fact_SnapshotCustomer)
Fact_SnapshotCustomer,City,description,Customer city. PII: dynamically masked at DDL level. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.City (CC). (Tier 2 - SP_Fact_SnapshotCustomer),"Customer city (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_Customer.City (CC).",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.alter.sql,67,llm,WRONG,City nvarchar(50) NULL,Customer city. PII: dynamically masked at DDL level. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.City (CC). (Tier 2 - SP_Fact_SnapshotCustomer)
Fact_SnapshotEquity,DateRangeID,description,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 — SP_Fact_SnapshotEquity)","Encoded date range as 12-digit bigint (YYYYMMDDMMDD). First 8 digits are the FromDate (YYYYMMDD); last 4 digits are the ToDate month-day suffix (MMDD, typically 1231 for Dec 31). New rows get @date concatenated with 1231; updated rows get the last 4 digits replaced with the MMDD of @daybefore. Decoded via Dim_Range. Part of PK.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,150,llm,WRONG,"convert(bigint,convert (Varchar,@date,112)+right(convert (Varchar,@largedate,112),4))","Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 — SP_Fact_SnapshotEquity)"
Fact_SnapshotEquity,DateRangeID,description,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 - SP_Fact_SnapshotEquity)","Encoded date range as 12-digit bigint (YYYYMMDDMMDD). First 8 digits are the FromDate (YYYYMMDD); last 4 digits are the ToDate month-day suffix (MMDD, typically 1231). New rows get @date+1231; updated rows get the last 4 digits replaced with the MMDD of @daybefore. Decoded via Dim_Range. Part of PK.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.alter.sql,47,llm,WRONG,"CONVERT(BIGINT,CONVERT(VARCHAR(4),YEAR(@date))+'01011231')","Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 - SP_Fact_SnapshotEquity)"
Fact_Withdraw_Fees,WithdrawID,description,Withdrawal event identifier. Primary key for this cashout. (Tier 2 - SP passthrough),"Withdrawal event identifier, passed through from the staging source. Nullable; not defined as a primary key in the DDL.",LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Withdraw_Fees.md,154,llm,WRONG,WithdrawID int NULL,Withdrawal event identifier. Primary key for this cashout. (Tier 2 - SP passthrough)
History_CurrencyPrice,ReceivedOnPriceServer,description,"Timestamp when eToro price server received this tick. Used by SP_Dim_Instrument to detect instrument recency: ""last tick received for this instrument"". (Tier 2 - SP_Dim_Instrument usage: min(ReceivedOnPriceServer) for instrument last seen)",Timestamp when eToro price server received this tick. SP_Dim_Instrument uses MIN(ReceivedOnPriceServer) per instrument (for yesterday's ticks) to record the earliest reception time for each instrument.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/History_CurrencyPrice.md,183,llm,WRONG,"select InstrumentID,min(ReceivedOnPriceServer) as ReceivedOnPriceServer","Timestamp when eToro price server received this tick. Used by SP_Dim_Instrument to detect instrument recency: ""last tick received for this instrument"". (Tier 2 - SP_Dim_Instrument usage: min(ReceivedOnPriceServer) for instrument last seen)"
History_CurrencyPrice,ReceivedOnPriceServer,description,"Timestamp when eToro price server received this tick. Used by SP_Dim_Instrument to detect instrument recency: ""last tick received for this instrument"". (Tier 2 - SP_Dim_Instrument usage: min(ReceivedOnPriceServer) for instrument last seen)",Timestamp when eToro price server received this tick. SP_Dim_Instrument uses MIN(ReceivedOnPriceServer) per instrument (for yesterday's ticks) to record the earliest reception time for each instrument.,LLM-judged with verbatim Tier-1 citation,knowledge/synapse/Wiki/DWH_dbo/Tables/History_CurrencyPrice.alter.sql,48,llm,WRONG,"select InstrumentID,min(ReceivedOnPriceServer) as ReceivedOnPriceServer","Timestamp when eToro price server received this tick. Used by SP_Dim_Instrument to detect instrument recency: ""last tick received for this instrument"". (Tier 2 - SP_Dim_Instrument usage: min(ReceivedOnPriceServer) for instrument last seen)"
