claim_id,wiki_md,line_no,column_name,n_enum_entries,claimed_pairs,current_desc,enum_block,target_dim,resolution_strategy,target_dim_md,validation_status,delusional_ids,mismatched_labels,missing_ids
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md::FieldID::L117,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,117,FieldID,12,0=province; 1=SecondSurname; 2=CodeFiscale; 3=SocialInsuranceNumber; 4=NIF; 5=SubBuildingNumber; 6=TaxId; 7=NationalPin; 8=EmployerName; 9=DepositQuestion; 10=WithdrawQuestion; 11=DedicatedEv,"Primary key. Integer identifier for an extended user field. Values: 0=province, 1=SecondSurname, 2=CodeFiscale, 3=SocialInsuranceNumber, 4=NIF, 5=SubBuildingNumber, 6=TaxId, 7=NationalPin, 8=EmployerName, 9=DepositQuestion, 10=WithdrawQuestion, 11=DedicatedEv. Renamed from `FieldId` in source. (Tier 2 - SP_Dictionaries_DL_To_Synapse)","0=province, 1=SecondSurname, 2=CodeFiscale, 3=SocialInsuranceNumber, 4=NIF, 5=SubBuildingNumber, 6=TaxId, 7=NationalPin, 8=EmployerName, 9=DepositQuestion, 10=WithdrawQuestion, 11=DedicatedEv",Dim_ExtendedUserField,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,clean,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md::FieldTypeID::L118,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,118,FieldTypeID,9,0=address fields; 1=name fields; 2=national ID documents; 3=tax ID; 4=national PIN; 5=employment; 6=deposit compliance question; 7=withdrawal compliance question; 9=EV verification,"Category code grouping fields by type. Values observed: 0=address fields, 1=name fields, 2=national ID documents, 3=tax ID, 4=national PIN, 5=employment, 6=deposit compliance question, 7=withdrawal compliance question, 9=EV verification. No separate dimension table exists to decode FieldTypeID. Renamed from `FieldTypeId` in source. (Tier 3 - live data sampling)","0=address fields, 1=name fields, 2=national ID documents, 3=tax ID, 4=national PIN, 5=employment, 6=deposit compliance question, 7=withdrawal compliance question, 9=EV verification",Dim_ExtendedUserField,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,mismatched_labels,[],"[{""id"": 0, ""claimed"": ""address fields"", ""canonical"": ""province""}, {""id"": 1, ""claimed"": ""name fields"", ""canonical"": ""SecondSurname""}, {""id"": 2, ""claimed"": ""national ID documents"", ""canonical"": ""CodeFiscale""}, {""id"": 3, ""claimed"": ""tax ID"", ""canonical"": ""SocialInsuranceNumber""}, {""id"": 4, ""claimed"": ""national PIN"", ""canonical"": ""NIF""}, {""id"": 5, ""claimed"": ""employment"", ""canonical"": ""SubBuildingNumber""}, {""id"": 6, ""claimed"": ""deposit compliance question"", ""canonical"": ""TaxId""}, {""id"": 7, ""claimed"": ""withdrawal compliance question"", ""canonical"": ""NationalPin""}, {""id"": 9, ""claimed"": ""EV verification"", ""canonical"": ""DepositQuestion""}]","[8, 10, 11]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md::FeeOperationTypeID::L118,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md,118,FeeOperationTypeID,3,1=Open (at position entry; 2=Close (at position exit; 3=All (both phases,"Fee timing phase: 1=Open (at position entry), 2=Close (at position exit), 3=All (both phases). Referenced by Trade.FixPerLotConfigurations, Trade.FeeInPercentageConfigurations, and fee validation procedures. (Tier 1 — Dictionary.FeeOperationTypes)","1=Open (at position entry), 2=Close (at position exit), 3=All (both phases",Dim_FeeOperationTypes,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md,clean,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md::RefreshIntervalMonths::L141,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md,141,RefreshIntervalMonths,3,1=monthly; 2=bimonthly; 3=quarterly,"Rebalance interval in months. Job_GenerateFundAllocation uses this to compute Trade.FundInterval.PlannedEnd: adds this many months to PlannedStart. Sample: 1=monthly, 2=bimonthly, 3=quarterly. (Tier 1 — Trade.Fund)","1=monthly, 2=bimonthly, 3=quarterly",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md::FundType::L142,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md,142,FundType,3,1=TopTraders (copy-based; 2=Partners (external strategist; 3=Market (thematic index,"FK to Dictionary.FundType.FundTypeID. 1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index). NULL for older funds. See Dictionary.FundType. (Tier 1 — Trade.Fund)","1=TopTraders (copy-based), 2=Partners (external strategist), 3=Market (thematic index",Dim_FundType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundType.md,clean,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Funnel.md::PlatformID::L130,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Funnel.md,130,PlatformID,4,0=Undefined; 1=Web; 2=iOS; 3=Android,"Platform category for this funnel. 0=Undefined, 1=Web, 2=iOS, 3=Android. Defaults to 0 for server-side or platform-agnostic funnels. Links to Dictionary.Platform for platform name resolution. (Tier 1 — Dictionary.Funnel)","0=Undefined, 1=Web, 2=iOS, 3=Android",Dim_Platform,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md,clean,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md::InstrumentTypeID::L143,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,143,InstrumentTypeID,10,1=Currencies; 2=Commodities; 3=CFD; 4=Indices; 5=Stocks; 6=ETF; 7=Bonds; 8=TrustFunds; 9=Options; 10=Crypto,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType. (Tier 1 — Trade.GetInstrument)","1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto",Dim_Instrument,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,partial,[],[],[0]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md::InstrumentType::L144,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,144,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"ETL-computed asset class label. CASE on InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else Other. (Tier 2 — SP_Dim_Instrument)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies",Dim_Instrument,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,partial,[],[],"[0, 3, 7, 8, 9]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md::MirrorTypeID::L148,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md,148,MirrorTypeID,3,1=Regular; 2=CopyMe; 3=Social Index,"1=Regular, 2=CopyMe, 3=Social Index, 4=Fund (Dictionary.MirrorType). Determines mirror behavior. (Tier 1 — Trade.Mirror)","1=Regular, 2=CopyMe, 3=Social Index",Dim_MirrorType,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,partial,[],[],[4]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md::CloseMirrorActionType::L149,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md,149,CloseMirrorActionType,6,0=Customer; 1=Stop Loss; 2=BSL; 3=Manual Liquidation; 4=BackOffice; 5=Customer Detach,"Why mirror closed: 0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach, 6=BackOffice Detach (Dictionary.CloseMirrorActionType). NULL when active. (Tier 1 — Trade.Mirror)","0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach",Dim_MirrorType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,delusional,"[0, 5]","[{""id"": 1, ""claimed"": ""Stop Loss"", ""canonical"": ""Regular (standard copy""}, {""id"": 2, ""claimed"": ""BSL"", ""canonical"": ""CopyMe (legacy""}, {""id"": 3, ""claimed"": ""Manual Liquidation"", ""canonical"": ""Social Index (algorithmic""}, {""id"": 4, ""claimed"": ""BackOffice"", ""canonical"": ""Fund (managed""}]",[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md::CanDeposit::L119,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md,119,CanDeposit,4,1=OpenBook DesktopWeb; 2=Trader DesktopWeb; 3=OpenBook MobileWeb; 4=Trader MobileWeb InDev,"Whether this platform context allows making a deposit. True for Web variants (1=OpenBook DesktopWeb, 2=Trader DesktopWeb, 3=OpenBook MobileWeb, 4=Trader MobileWeb InDev). Mobile apps do not support in-app deposits via this dimension. (Tier 3 — live data sampling, DWH_Migration)","1=OpenBook DesktopWeb, 2=Trader DesktopWeb, 3=OpenBook MobileWeb, 4=Trader MobileWeb InDev",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md::Sort::L144,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,144,Sort,7,0=Internal/N/A; 1=Bronze; 2=Silver; 3=Gold; 4=Platinum; 5=Platinum Plus; 6=Diamond,"Display order for tier hierarchy. 0=Internal/N/A, 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond. Use ASC sort on this column for correct tier rank ordering. (Tier 1 - upstream wiki, Dictionary.PlayerLevel)","0=Internal/N/A, 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::ClosePositionReasonID::L400,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,400,ClosePositionReasonID,4,0=Customer; 1=Stop Loss; 5=Take Profit; 9=Hierarchical Close,"Close reason mapped from ActionType. 0=Customer, 1=Stop Loss, 5=Take Profit, 9=Hierarchical Close. (Tier 1 — Trade.PositionTbl)","0=Customer, 1=Stop Loss, 5=Take Profit, 9=Hierarchical Close",Dim_ClosePositionReason,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,partial,[],[],"[2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::OpenPositionReasonID::L401,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,401,OpenPositionReasonID,5,0=Customer; 1=Hierarchical Open; 2=Reopen; 3=Open Open; 13=ACATS_IN,"Open reason mapped from OpenActionType. 0=Customer, 1=Hierarchical Open, 2=Reopen, 3=Open Open, 13=ACATS_IN. (Tier 1 — Trade.PositionTbl)","0=Customer, 1=Hierarchical Open, 2=Reopen, 3=Open Open, 13=ACATS_IN",Dim_ClosePositionReason,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""Hierarchical Open"", ""canonical"": ""Stop Loss""}, {""id"": 2, ""claimed"": ""Reopen"", ""canonical"": ""End of Week""}, {""id"": 3, ""claimed"": ""Open Open"", ""canonical"": ""Stop Loss""}, {""id"": 13, ""claimed"": ""ACATS_IN"", ""canonical"": ""Copy SL""}]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::OrderType::L404,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,404,OrderType,3,1=OpenTrade; 13=EntryOrder; 16=EntryOrderByUnits,"Dictionary.OrderType at open. 1=OpenTrade, 13=EntryOrder, 16=EntryOrderByUnits, etc. (Tier 1 — Trade.PositionTbl)","1=OpenTrade, 13=EntryOrder, 16=EntryOrderByUnits",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::PlatformTypeID::L418,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,418,PlatformTypeID,3,1=Web; 2=iOS; 3=Web,"FK to Dim_PlatformType. Platform used to open: 1=Web, 2=iOS, 3=Web, 0=. (Tier 2 - SP_Dim_Position_DL_To_Synapse)","1=Web, 2=iOS, 3=Web",Dim_PlatformType,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md,mismatched_labels,[],"[{""id"": 1, ""claimed"": ""Web"", ""canonical"": ""OpenBook DesktopWeb""}, {""id"": 2, ""claimed"": ""iOS"", ""canonical"": ""Trader DesktopWeb""}, {""id"": 3, ""claimed"": ""Web"", ""canonical"": ""OpenBook MobileWeb""}]",[4]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md::SettlementTypeID::L447,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md,447,SettlementTypeID,6,0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE,"Modern settlement classification. Dictionary.SettlementTypes: 0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE. Replaces IsSettled. (Tier 1 — Trade.PositionTbl)","0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE",Dictionary.SettlementType,irregular_map,,unverifiable,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionChangeLog.md::ChangeTypeID::L123,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionChangeLog.md,123,ChangeTypeID,7,0=Initial open; 1=Rate change; 2=Unknown; 5=Unknown (added 2024; 11=Partial close event; 12=Amount adjustment; 13=Unknown,"Type of change event. Known codes: 0=Initial open, 1=Rate change, 2=Unknown, 5=Unknown (added 2024), 11=Partial close event, 12=Amount adjustment, 13=Unknown. No official lookup table in DWH. (Tier 4 - [UNVERIFIED])","0=Initial open, 1=Rate change, 2=Unknown, 5=Unknown (added 2024), 11=Partial close event, 12=Amount adjustment, 13=Unknown",Dim_CustomerChangeType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CustomerChangeType.md,unverifiable,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md::ID::L121,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,121,ID,15,0=None; 1=CySEC; 2=FCA; 3=NFA; 4=ASIC; 5=BVI; 6=eToroUS; 7=FinCEN; 8=FinCEN+FINRA; 9=FSA Seychelles; 10=ASIC&GAML; 11=FSRA; 12=FINRAONLY; 13=MAS; 14=NYDFS+FINRA,"Primary key identifying the regulatory authority. 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. Stored in CustomerStatic.RegulationID. (Tier 1 - upstream wiki, Dictionary.Regulation)","0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ThreeDsResponseTypes.md::ThreeDsResponseTypeID::L99,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ThreeDsResponseTypes.md,99,ThreeDsResponseTypeID,15,0=Unspecified; 1=Success; 2=Failed Signature; 3=Not Enrolled; 4=Enrollment Unavailable; 5=Bypassed Enrollment; 6=Enrollment Error; 7=Timeout; 8=Failed Authentication; 9=Authentication Error; 10=Authentication Unavailable; 11=Bypassed Authentication; 12=Missing Authentication; 13=Skipped 3ds; 14=Unexpected,"Primary key for the 3DS authentication outcome. Clustered index key. 0=Unspecified, 1=Success, 2=Failed Signature, 3=Not Enrolled, 4=Enrollment Unavailable, 5=Bypassed Enrollment, 6=Enrollment Error, 7=Timeout, 8=Failed Authentication, 9=Authentication Error, 10=Authentication Unavailable, 11=Bypassed Authentication, 12=Missing Authentication, 13=Skipped 3ds, 14=Unexpected. Referenced via the XML-extracted `ThreeDsResponseType` column in Fact_BillingDeposit. (Tier 1 — upstream wiki, Dictionary.ThreeDsResponseTypes)","0=Unspecified, 1=Success, 2=Failed Signature, 3=Not Enrolled, 4=Enrollment Unavailable, 5=Bypassed Enrollment, 6=Enrollment Error, 7=Timeout, 8=Failed Authentication, 9=Authentication Error, 10=Authentication Unavailable, 11=Bypassed Authentication, 12=Missing Authentication, 13=Skipped 3ds, 14=Unexpected",Dim_ThreeDsResponseTypes,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ThreeDsResponseTypes.md,mismatched_labels,[],"[{""id"": 6, ""claimed"": ""Enrollment Error"", ""canonical"": ""Error""}]",[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md::ID::L101,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,101,ID,5,0=Unverified (registration default; 1=Basic (limited trading; 2=Intermediate (POI submitted; 3=Full KYC (all features unlocked; -1=DWH sentinel (NULL-safe JOIN placeholder,"Verification tier identifier. Clustered index key. 0=Unverified (registration default, severe restrictions), 1=Basic (limited trading), 2=Intermediate (POI submitted, moderate access), 3=Full KYC (all features unlocked). -1=DWH sentinel (NULL-safe JOIN placeholder). Stored in customer dimension tables as VerificationLevelID and checked by 60+ procedures to gate trading, withdrawals, and compliance operations. (Tier 1 — upstream wiki, Dictionary.VerificationLevel)","0=Unverified (registration default, severe restrictions), 1=Basic (limited trading), 2=Intermediate (POI submitted, moderate access), 3=Full KYC (all features unlocked). -1=DWH sentinel (NULL-safe JOIN placeholder",,irregular_map,,no_target,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md::PaymentStatusID::L155,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,155,PaymentStatusID,3,1=New; 2=Approved; 35=DeclineByRRE,"Passthrough `d.PaymentStatusID`. Enum per upstream wiki §4 (1=New, 2=Approved, …, 35=DeclineByRRE). (Tier 1 — Billing.Deposit)","1=New, 2=Approved, …, 35=DeclineByRRE",Dim_PaymentStatus,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,delusional,[35],[],"[3, 4, 5, 6, 7]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md::RollbackReason::L148,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md,148,RollbackReason,3,0=default/unknown; 1=standard rollback; 4=correction events,"Reason code for the rollback. Maps to @RollbackType parameter in AddCashoutRollbackTrackingRecord. No Dictionary lookup table exists. Observed values: 0=default/unknown, 1=standard rollback, 3=dominant reason (83% of events), 4=correction events. DWH note: renamed from `CashoutRollbackTracking.RollbackReasonID`. (Tier 1 — upstream wiki, Billing.CashoutRollbackTracking)","0=default/unknown, 1=standard rollback, 3=dominant reason (83% of events), 4=correction events",Dim_ClosePositionReason,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,mismatched_labels,[],"[{""id"": 0, ""claimed"": ""default/unknown"", ""canonical"": ""Customer (manual""}, {""id"": 1, ""claimed"": ""standard rollback"", ""canonical"": ""Stop Loss""}, {""id"": 4, ""claimed"": ""correction events"", ""canonical"": ""Return to Market""}]","[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md::PaymentStatusID::L149,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md,149,PaymentStatusID,7,1=New; 2=Approved; 3=Decline; 4=Technical; 5=InProcess; 6=Canceled; 7=Confirmed,"Status of the rollback at time of recording. Always 2 (InProcess) across all production rows — set from @CashoutStatusID parameter. Uses Dictionary.PaymentStatus: 1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed. (Tier 1 — upstream wiki, Billing.CashoutRollbackTracking)","1=New, 2=Approved, 3=Decline, 4=Technical, 5=InProcess, 6=Canceled, 7=Confirmed",Dim_PaymentStatus,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,clean,[],[],[]
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md::PaymentOrderStatus::L159,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md,159,PaymentOrderStatus,3,3=Processed; 16=Reversed; 17=Partially Reversed,"Cashout status of the payment order from `History.WithdrawToFundingAction.CashoutStatusID` at the time of the rollback action. Uses Dictionary.CashoutStatus values: 3=Processed, 16=Reversed, 17=Partially Reversed. The production SP filters to only include rows where CashoutStatusID IN (3, 16, 17). (Tier 2 — SP code, Billing.GetRollbackedPaymentOrdersReport)","3=Processed, 16=Reversed, 17=Partially Reversed",Dim_PaymentStatus,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,delusional,"[16, 17]","[{""id"": 3, ""claimed"": ""Processed"", ""canonical"": ""Decline""}]","[1, 2, 4, 5, 6, 7]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Deposit_State.md::PaymentStatusID::L141,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Deposit_State.md,141,PaymentStatusID,6,12=Refund; 11=Chargeback; 37=ChargebackReversal; 38=RefundReversal; 39=[UNVERIFIED]; 3=Decline,"Payment processing status code. Foreign key to DWH_dbo.Dim_PaymentStatus. 7 values in production: 2=Approved (99.8%), 12=Refund, 11=Chargeback, 37=ChargebackReversal, 38=RefundReversal, 39=[UNVERIFIED], 3=Decline. (Tier 2 - SP_Fact_Deposit_State)","12=Refund, 11=Chargeback, 37=ChargebackReversal, 38=RefundReversal, 39=[UNVERIFIED], 3=Decline",Dim_PaymentStatus,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,delusional,"[12, 11, 37, 38, 39]",[],"[1, 2, 4, 5, 6, 7]"
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.md::AccountTypeID::L182,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.md,182,AccountTypeID,3,7=Employee; 9=excluded type; 2=real account,"Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountTypeID (BO). FK to Dim_AccountType. Used in IsCreditReportValidCB logic. (Tier 2 - SP_Fact_SnapshotCustomer)","7=Employee, 9=excluded type, 2=real account",Dim_AccountType,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,mismatched_labels,[],"[{""id"": 9, ""claimed"": ""excluded type"", ""canonical"": ""Fund""}, {""id"": 2, ""claimed"": ""real account"", ""canonical"": ""Corporate""}]","[0, 1, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md::MirrorTypeID::L88,knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md,88,MirrorTypeID,3,1=Regular; 2=CopyMe; 3=Social Index,"1=Regular, 2=CopyMe, 3=Social Index, 4=Fund (Dictionary.MirrorType). Determines mirror behavior. (Tier 1 — inherited from Dim_Mirror wiki)","1=Regular, 2=CopyMe, 3=Social Index",Dim_MirrorType,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,partial,[],[],[4]
knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md::CloseMirrorActionType::L89,knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md,89,CloseMirrorActionType,7,0=Customer; 1=Stop Loss; 2=BSL; 3=Manual Liquidation; 4=BackOffice; 5=Customer Detach; 6=BackOffice Detach,"Why mirror closed: 0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach, 6=BackOffice Detach. NULL when active. (Tier 1 — inherited from Dim_Mirror wiki)","0=Customer, 1=Stop Loss, 2=BSL, 3=Manual Liquidation, 4=BackOffice, 5=Customer Detach, 6=BackOffice Detach",Dim_MirrorType,irregular_map,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,delusional,"[0, 5, 6]","[{""id"": 1, ""claimed"": ""Stop Loss"", ""canonical"": ""Regular (standard copy""}, {""id"": 2, ""claimed"": ""BSL"", ""canonical"": ""CopyMe (legacy""}, {""id"": 3, ""claimed"": ""Manual Liquidation"", ""canonical"": ""Social Index (algorithmic""}, {""id"": 4, ""claimed"": ""BackOffice"", ""canonical"": ""Fund (managed""}]",[]
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID_Masked.md::AccountTypeID::L136,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID_Masked.md,136,AccountTypeID,3,7=Employee; 9=excluded type; 2=real account,"Passthrough from Fact_SnapshotCustomer.AccountTypeID in masked UC export (same semantics as base table wiki). Account type (e.g., 7=Employee, 9=excluded type, 2=real account). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountTypeID (BO). FK to Dim_AccountType. Used in IsCreditReportValidCB logic. (Tier 2 - SP_Fact_SnapshotCustomer)","7=Employee, 9=excluded type, 2=real account",Dim_AccountType,heuristic_<X>ID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,mismatched_labels,[],"[{""id"": 9, ""claimed"": ""excluded type"", ""canonical"": ""Fund""}, {""id"": 2, ""claimed"": ""real account"", ""canonical"": ""Corporate""}]","[0, 1, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Account_Mappings.md::AccountProgramID::L154,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Account_Mappings.md,154,AccountProgramID,3,0=Unknown; 1=card (default; 2=iban,"Account program type: 0=Unknown, 1=card (default), 2=iban. See Account Program. (Dictionary.AccountPrograms). Determines the fundamental product type (card-based vs IBAN-based banking). DWH note: renamed from `AccountProgramId`. Live: iban=97%, card=3%. (Tier 1 — dbo.FiatAccount)","0=Unknown, 1=card (default), 2=iban",Dictionary.AccountProgram,irregular_map,,unverifiable,[],[],[]
